建檔日期	客戶名稱	業務	產業別	產品	數量	單價	合計
2013/10/18	合X	惠民	製造業	杜鵑花	26	40	1040
2013/3/1	聯XX)	宏澤	製造業	玫瑰花	33	180	5940
2013/11/1	X山企業	宏澤	製造業	玫瑰花	53	180	9540
2013/12/20	太X欣榮	玉文	製造業	鬱金香	60	235	14100
2013/9/4	南X樹脂	惠民	製造業	百合花	38	90	3420
2013/3/19	XX	惠民	製造業	玫瑰花	44	180	7920
2013/4/3	X麗X技	惠民	製造業	鬱金香	14	235	3290
2013/1/23	X豐	玉文	製造業	杜鵑花	65	40	2600
2013/9/13	大X酒店	梓翔	服務業	杜鵑花	26	40	1040
2013/11/2	宏X集團	瑤瑤	製造業	百合花	57	90	5130
2013/7/14	X市政府	宏澤	政府機關	百合花	50	90	4500
2013/4/3	X銀行	玉文	金融業	玫瑰花	55	180	9900
2013/12/30	友X投X	宏澤	金融業	百合花	32	90	2880
2013/5/30	XXX	宏澤	製造業	鬱金香	59	235	13865
2013/5/26	捷X商訊	怡文	資訊業	康乃馨	77	50	3850
2013/3/12	大州X服務	梓翔	資訊業	杜鵑花	22	40	880
2013/1/28	網XX技	玉文	資訊業	玫瑰花	67	180	12060
2013/5/15	XX	怡文	資訊業	玫瑰花	30	180	5400
2013/10/20	X視X技	瑤瑤	資訊業	鬱金香	41	235	9635
2013/10/26	X石X化學	宏澤	製造業	百合花	7	90	630
2013/4/13	環X產物	怡文	製造業	玫瑰花	4	180	720
2013/7/14	環X產物	玉文	金融業	鬱金香	37	235	8695
2013/1/29	XX壽	惠民	金融業	康乃馨	9	50	450
2013/12/17	X紡	惠民	資訊業	百合花	44	90	3960
2013/1/1	仁X集團	玉文	製造業	百合花	69	90	6210
2013/2/9	X商銀	宏澤	金融業	鬱金香	73	235	17155
2013/5/22	台北銀行	惠民	金融業	康乃馨	65	50	3250
2013/6/13	X銀行	梓翔	金融業	杜鵑花	49	40	1960
2013/11/19	台X銀行	玉文	金融業	玫瑰花	83	180	14940
2013/3/2	X銀行	瑤瑤	金融業	玫瑰花	67	180	12060
2013/6/23	XX商銀	玉文	金融業	鬱金香	46	235	10810
2013/7/27	XX銀行	梓翔	金融業	百合花	66	90	5940
2013/9/16	萬X銀行	怡文	金融業	玫瑰花	49	180	8820
2013/4/26	土銀	宏澤	金融業	鬱金香	82	235	19270
2013/9/23	中X銀	惠民	金融業	鬱金香	7	235	1645
2013/2/15	誠X銀	惠民	金融業	百合花	80	90	7200
2013/1/1	X銀行	怡文	金融業	百合花	89	90	8010
2013/7/3	X工銀	梓翔	金融業	百合花	61	90	5490
2013/12/18	合X	瑤瑤	金融業	玫瑰花	54	180	9720
2013/9/26	X銀	怡文	金融業	百合花	80	90	7200
2013/4/14	X銀行	玉文	金融業	鬱金香	55	235	12925
2013/12/9	X海銀行	梓翔	金融業	鬱金香	48	235	11280
2013/8/31	大X證	瑤瑤	金融業	百合花	17	90	1530
2013/5/14	X東證	玉文	金融業	玫瑰花	69	180	12420
2013/7/28	元x證	怡文	金融業	玫瑰花	61	180	10980
2013/7/18	中X銀證	宏澤	金融業	鬱金香	83	235	19505
2013/4/8	金XX銀證	玉文	金融業	百合花	28	90	2520
2013/8/4	XX投X	玉文	金融業	玫瑰花	36	180	6480
2013/8/16	X票券	宏澤	金融業	鬱金香	50	235	11750
2013/10/9	X島銀行	梓翔	金融業	鬱金香	97	235	22795
2013/7/29	X山銀行	怡文	金融業	百合花	23	90	2070
2013/4/25	X管中心	玉文	金融業	百合花	37	90	3330
2013/3/29	金X證券	怡文	金融業	百合花	43	90	3870
2013/5/3	XX期	怡文	金融業	玫瑰花	36	180	6480
2013/2/28	XX民黨	惠民	政府機關	百合花	36	90	3240
2013/4/15	X籌備處	梓翔	政府機關	鬱金香	24	235	5640
2013/3/13	XX子中心	惠民	政府機關	鬱金香	97	235	22795
2013/10/25	X銀	惠民	金融業	百合花	67	90	6030
2013/1/12	XX壽	惠民	金融業	玫瑰花	27	180	4860
2013/1/13	XX視公司	瑤瑤	政府機關	玫瑰花	85	180	15300
2013/7/19	X豐銀行	玉文	金融業	鬱金香	50	235	11750
2013/3/11	XXX研究所	惠民	政府機關	百合花	70	90	6300
2013/1/27	xX證券	瑤瑤	金融業	玫瑰花	90	180	16200
2013/5/3	X島銀行	惠民	金融業	鬱金香	50	235	11750
2013/11/6	X迅X技	梓翔	資訊業	鬱金香	65	235	15275
2013/11/19	XXX腦	惠民	資訊業	百合花	26	90	2340
2013/2/9	X物流	玉文	服務業	百合花	46	90	4140
2013/8/29	凌群X腦	瑤瑤	資訊業	玫瑰花	16	180	2880
2013/1/7	APOL	惠民	服務業	百合花	80	90	7200
2013/4/20	XXX腦	瑤瑤	資訊業	鬱金香	44	235	10340
2013/1/22	優易X技	惠民	資訊業	鬱金香	24	235	5640
2013/7/14	XXX公司	梓翔	政府機關	百合花	32	90	2880
2013/5/13	X鋒-資訊安全顧問公司ISS	瑤瑤	服務業	玫瑰花	89	180	16020
2013/11/21	竹凡	怡文	資訊業	鬱金香	67	235	15745
2013/4/7	X鋒	瑤瑤	資訊業	玫瑰花	81	180	14580
2013/2/12	X廣	惠民	政府機關	仙人掌	50	60	3000
2013/4/25	安X	宏澤	資訊業	百合花	77	90	6930
2013/1/3	X眾	梓翔	資訊業	百合花	55	90	4950
2013/1/1	X里醫院	宏澤	政府機關	玫瑰花	3	180	540
2013/11/4	水X醫院	玉文	政府機關	百合花	100	90	9000
2013/11/1	X銀行	惠民	資訊業	鬱金香	52	235	12220
2013/8/25	X時X銀行	宏澤	資訊業	鬱金香	44	235	10340
2013/4/12	X導資訊	玉文	製造業	百合花	44	90	3960
2013/1/25	X鵬工業	瑤瑤	製造業	玫瑰花	95	180	17100
2013/7/28	X委會	怡文	政府機關	鬱金香	72	235	16920
2013/7/27	X會	怡文	政府機關	玫瑰花	83	180	14940
2013/9/23	X事局	怡文	政府機關	鬱金香	55	235	12925
2013/3/25	X法院	玉文	政府機關	鬱金香	15	235	3525
2013/6/15	萌欣X	宏澤	資訊業	百合花	98	90	8820
2013/3/22	X局	宏澤	政府機關	百合花	82	90	7380
2013/10/22	艾XX	玉文	資訊業	百合花	31	90	2790
2013/12/12	X藥廠	惠民	製造業	玫瑰花	12	180	2160
2013/11/3	英X生	瑤瑤	製造業	百合花	93	90	8370
2013/3/16	X島銀行	惠民	金融業	鬱金香	54	235	12690
2013/6/2	三X企業	怡文	製造業	鬱金香	83	235	19505
2013/5/2	X加X傳X腦	惠民	資訊業	百合花	11	90	990
2013/7/8	XX廣告	瑤瑤	服務業	玫瑰花	36	180	6480
2013/12/9	台X消X局	梓翔	政府機關	玫瑰花	24	180	4320
2013/6/2	X心理系	瑤瑤	學校	鬱金香	32	235	7520
2013/7/27	XX企業	惠民	製造業	百合花	39	90	3510
2013/12/16	X技術	玉文	學校	玫瑰花	20	180	3600
2013/4/11	英XX	瑤瑤	資訊業	鬱金香	77	235	18095
2013/12/19	X分生所	瑤瑤	政府機關	鬱金香	53	235	12455
2013/11/20	XX台	怡文	政府機關	百合花	35	90	3150
2013/6/2	X大學	玉文	學校	百合花	50	90	4500
2013/1/28	XX大學	宏澤	學校	百合花	7	90	630
2013/6/7	XXX北區網管處	惠民	政府機關	玫瑰花	87	180	15660
2013/11/6	群策X子	惠民	製造業	百合花	57	90	5130
2013/3/20	XX銀行	宏澤	金融業	鬱金香	98	235	23030
2013/11/6	X訊X子資訊學校	梓翔	學校	鬱金香	82	235	19270
2013/3/18	XXX研究所	怡文	政府機關	百合花	58	90	5220
2013/5/25	X技術	宏澤	學校	玫瑰花	69	180	12420
2013/7/13	X縣政府	玉文	政府機關	玫瑰花	58	180	10440
2013/2/11	中X院	玉文	政府機關	鬱金香	45	235	10575
2013/12/25	中X院	瑤瑤	政府機關	百合花	12	90	1080
2013/5/28	台X材	梓翔	製造業	玫瑰花	38	180	6840
2013/2/18	台X	怡文	製造業	鬱金香	94	235	22090
2013/8/18	南XX路	梓翔	製造業	鬱金香	70	235	16450
2013/2/12	台X政府X局	瑤瑤	政府機關	百合花	56	90	5040
2013/1/8	中XX子	怡文	製造業	百合花	2	90	180
2013/4/2	仁XX腦	惠民	資訊業	百合花	2	90	180
2013/10/5	X多媒體	玉文	服務業	玫瑰花	45	180	8100
2013/9/7	XXX腦	梓翔	資訊業	百合花	73	90	6570
2013/4/4	XXX研究所	怡文	政府機關	鬱金香	95	235	22325
2013/6/29	X銀行	梓翔	金融業	鬱金香	9	235	2115
2013/9/12	廣XX腦	怡文	金融業	百合花	31	90	2790
2013/2/4	XX管理	惠民	學校	鬱金香	31	235	7285
2013/4/1	元X大學資訊	惠民	學校	鬱金香	8	235	1880
2013/7/11	松x資訊X	宏澤	學校	百合花	44	90	3960
2013/7/6	萬X銀行	梓翔	金融業	百合花	80	90	7200
2013/9/6	大XX子	玉文	金融業	百合花	80	90	7200
2013/9/12	X總醫院	怡文	政府機關	玫瑰花	76	180	13680
2013/5/13	XX專X學校	梓翔	學校	百合花	49	90	4410
2013/3/27	x大學	瑤瑤	學校	鬱金香	2	235	470
2013/6/13	x林資訊	瑤瑤	金融業	鬱金香	67	235	15745
2013/1/12	xX證券	怡文	金融業	百合花	92	90	8280
2013/6/14	賽X基因	瑤瑤	金融業	百合花	18	90	1620
2013/4/21	X書院	惠民	學校	百合花	20	90	1800
2013/12/7	X戰部	玉文	政府機關	玫瑰花	78	180	14040
2013/12/17	X東航空	宏澤	服務業	百合花	28	90	2520
2013/7/29	XX部	梓翔	政府機關	鬱金香	8	235	1880
2013/1/21	幸XX壽	怡文	金融業	鬱金香	98	235	23030
2013/3/24	XX紀資X	玉文	資訊業	玫瑰花	78	180	14040
2013/1/9	XX用卡中心	怡文	金融業	鬱金香	86	235	20210
2013/4/9	美商安X樂	宏澤	服務業	百合花	93	90	8370
2013/1/20	台X局	梓翔	政府機關	玫瑰花	42	180	7560
2013/6/20	XX系統	瑤瑤	製造業	鬱金香	82	235	19270
2013/10/14	凱X共關係	宏澤	服務業	鬱金香	88	235	20680
2013/7/13	XXXX	梓翔	資訊業	百合花	63	90	5670
2013/11/8	歐X	玉文	服務業	百合花	36	90	3240
2013/7/20	X會	瑤瑤	政府機關	百合花	48	90	4320
2013/11/26	東XX技	怡文	資訊業	鬱金香	57	235	13395
2013/10/13	X原X技	梓翔	資訊業	鬱金香	49	235	11515
2013/5/6	X大學	瑤瑤	學校	百合花	94	90	8460
2013/7/18	X東工專	玉文	學校	百合花	81	90	7290
2013/8/28	X技術	梓翔	學校	百合花	99	90	8910
2013/10/27	XXX商業銀行	怡文	金融業	玫瑰花	34	180	6120
2013/8/16	海X	瑤瑤	政府機關	百合花	14	90	1260
2013/10/14	X水X	梓翔	政府機關	鬱金香	33	235	7755
2013/9/14	XXX小	瑤瑤	學校	鬱金香	50	235	11750
2013/1/24	X關稅局	瑤瑤	政府機關	百合花	43	90	3870
2013/6/4	XX銀行	怡文	金融業	玫瑰花	96	180	17280
2013/2/5	XX銀行	梓翔	金融業	玫瑰花	86	180	15480
2013/11/25	XXX壽	怡文	金融業	鬱金香	98	235	23030
2013/2/19	XX部	惠民	資訊業	百合花	39	90	3510
2013/4/29	金X證券	宏澤	金融業	玫瑰花	5	180	900
2013/4/13	金X證券	宏澤	金融業	鬱金香	91	235	21385
2013/11/19	X山企業	玉文	資訊業	康乃馨	2	50	100
2013/3/2	XX資安	瑤瑤	資訊業	杜鵑花	59	40	2360
2013/6/22	XX資訊	玉文	資訊業	百合花	26	90	2340
2013/3/31	X聯X	怡文	資訊業	百合花	37	90	3330
2013/1/13	X博物院	玉文	政府機關	玫瑰花	92	180	16560
2013/5/14	XXX技	宏澤	金融業	百合花	45	90	4050
2013/2/19	XX部	怡文	政府機關	鬱金香	29	235	6815
2013/7/14	X記洋行	宏澤	服務業	杜鵑花	20	40	800
2013/1/11	XX麗X	玉文	製造業	杜鵑花	74	40	2960
2013/11/25	X泛X	梓翔	服務業	玫瑰花	16	180	2880
2013/6/23	X客多	宏澤	服務業	玫瑰花	68	180	12240
2013/7/20	和X超媒體	宏澤	服務業	鬱金香	4	235	940
2013/2/5	X翔倉儲	玉文	服務業	百合花	62	90	5580
2013/4/5	X來水處	玉文	政府機關	玫瑰花	49	180	8820
2013/12/17	網XX技	梓翔	資訊業	鬱金香	36	235	8460
2013/8/9	XX資安	梓翔	資訊業	康乃馨	18	50	900
2013/8/5	X陽工業	梓翔	服務業	杜鵑花	17	40	680
2013/1/4	X市X生局	梓翔	政府機關	百合花	14	90	1260
2013/5/13	茂X	瑤瑤	製造業	百合花	53	90	4770
2013/5/26	中X探採	怡文	製造業	玫瑰花	36	180	6480
2013/11/24	X特汽車	瑤瑤	製造業	百合花	99	90	8910
2013/5/25	X財產局	瑤瑤	政府機關	鬱金香	3	235	705
2013/10/1	X半導體	宏澤	製造業	杜鵑花	36	40	1440
2013/7/8	合X	惠民	製造業	杜鵑花	92	40	3680
2013/1/12	聯XX)	宏澤	製造業	玫瑰花	61	180	10980
2013/6/24	X山企業	宏澤	製造業	玫瑰花	91	180	16380
2013/4/28	太X欣榮	玉文	製造業	鬱金香	40	235	9400
2013/1/19	南X樹脂	惠民	製造業	百合花	63	90	5670
2013/3/20	XX	惠民	製造業	玫瑰花	35	180	6300
2013/6/30	X麗X技	惠民	製造業	鬱金香	21	235	4935
2013/11/2	X豐	玉文	製造業	杜鵑花	22	40	880
2013/1/12	大X酒店	梓翔	服務業	杜鵑花	43	40	1720
2013/6/24	宏X集團	瑤瑤	製造業	百合花	86	90	7740
2013/11/2	X市政府	宏澤	政府機關	百合花	75	90	6750
2013/12/25	X銀行	玉文	金融業	玫瑰花	56	180	10080
2013/3/19	友X投X	宏澤	金融業	百合花	5	90	450
2013/7/13	XXX	宏澤	製造業	鬱金香	24	235	5640
2013/6/5	捷X商訊	怡文	資訊業	康乃馨	50	50	2500
2013/9/12	大州X服務	梓翔	資訊業	杜鵑花	86	40	3440
2013/4/19	網XX技	玉文	資訊業	玫瑰花	58	180	10440
2013/8/17	XX	怡文	資訊業	玫瑰花	36	180	6480
2013/4/1	X視X技	瑤瑤	資訊業	鬱金香	43	235	10105
2013/2/14	X石X化學	宏澤	製造業	百合花	61	90	5490
2013/9/7	環X產物	怡文	製造業	玫瑰花	77	180	13860
2013/2/25	環X產物	玉文	金融業	鬱金香	25	235	5875
2013/3/2	XX壽	惠民	金融業	康乃馨	49	50	2450
2013/8/30	X紡	惠民	資訊業	百合花	33	90	2970
2013/2/21	仁X集團	玉文	製造業	百合花	17	90	1530
2013/4/4	X商銀	宏澤	金融業	鬱金香	60	235	14100
2013/7/14	台北銀行	惠民	金融業	康乃馨	17	50	850
2013/11/18	X銀行	梓翔	金融業	杜鵑花	49	40	1960
2013/1/23	台X銀行	玉文	金融業	玫瑰花	44	180	7920
2013/2/6	X銀行	瑤瑤	金融業	玫瑰花	64	180	11520
2013/2/22	XX商銀	玉文	金融業	鬱金香	15	235	3525
2013/5/21	XX銀行	梓翔	金融業	百合花	42	90	3780
2013/9/22	萬X銀行	怡文	金融業	玫瑰花	23	180	4140
2013/12/12	土銀	宏澤	金融業	鬱金香	97	235	22795
2013/3/24	中X銀	惠民	金融業	鬱金香	16	235	3760
2013/6/25	誠X銀	惠民	金融業	百合花	61	90	5490
2013/9/30	X銀行	怡文	金融業	百合花	59	90	5310
2013/3/16	X工銀	梓翔	金融業	百合花	70	90	6300
2013/4/15	合X	瑤瑤	金融業	玫瑰花	26	180	4680
2013/2/26	X銀	怡文	金融業	百合花	48	90	4320
2013/12/3	X銀行	玉文	金融業	鬱金香	33	235	7755
2013/3/28	X海銀行	梓翔	金融業	鬱金香	3	235	705
2013/3/30	大X證	瑤瑤	金融業	百合花	39	90	3510
2013/12/26	X東證	玉文	金融業	玫瑰花	83	180	14940
2013/4/14	元x證	怡文	金融業	玫瑰花	44	180	7920
2013/10/7	中X銀證	宏澤	金融業	鬱金香	27	235	6345
2013/4/28	金XX銀證	玉文	金融業	百合花	92	90	8280
2013/2/24	XX投X	玉文	金融業	玫瑰花	35	180	6300
2013/7/19	X票券	宏澤	金融業	鬱金香	42	235	9870
2013/4/23	X島銀行	梓翔	金融業	鬱金香	90	235	21150
2013/9/29	X山銀行	怡文	金融業	百合花	19	90	1710
2013/2/1	X管中心	玉文	金融業	百合花	5	90	450
2013/2/9	金X證券	怡文	金融業	百合花	33	90	2970
2013/9/11	XX期	怡文	金融業	玫瑰花	11	180	1980
2013/9/12	XX民黨	惠民	政府機關	百合花	88	90	7920
2013/4/1	X籌備處	梓翔	政府機關	鬱金香	32	235	7520
2013/5/11	XX子中心	惠民	政府機關	鬱金香	97	235	22795
2013/7/12	X銀	惠民	金融業	百合花	77	90	6930
2013/3/20	XX壽	惠民	金融業	玫瑰花	17	180	3060
2013/2/25	XX視公司	瑤瑤	政府機關	玫瑰花	96	180	17280
2013/11/3	X豐銀行	玉文	金融業	鬱金香	52	235	12220
2013/12/24	XXX研究所	惠民	政府機關	百合花	3	90	270
2013/1/29	xX證券	瑤瑤	金融業	玫瑰花	60	180	10800
2013/6/6	X島銀行	惠民	金融業	鬱金香	63	235	14805
2013/9/1	X迅X技	梓翔	資訊業	鬱金香	79	235	18565
2013/1/17	XXX腦	惠民	資訊業	百合花	90	90	8100
2013/7/8	X物流	玉文	服務業	百合花	50	90	4500
2013/12/8	凌群X腦	瑤瑤	資訊業	玫瑰花	54	180	9720
2013/6/29	APOL	惠民	服務業	百合花	29	90	2610
2013/8/24	XXX腦	瑤瑤	資訊業	鬱金香	91	235	21385
2013/1/17	優易X技	惠民	資訊業	鬱金香	35	235	8225
2013/12/23	XXX公司	梓翔	政府機關	百合花	39	90	3510
2013/3/20	X鋒-資訊安全顧問公司ISS	瑤瑤	服務業	玫瑰花	43	180	7740
2013/9/18	竹凡	怡文	資訊業	鬱金香	92	235	21620
2013/2/26	X鋒	瑤瑤	資訊業	玫瑰花	39	180	7020
2013/6/9	X廣	惠民	政府機關	仙人掌	55	60	3300
2013/3/12	安X	宏澤	資訊業	百合花	43	90	3870
2013/11/12	X眾	梓翔	資訊業	百合花	57	90	5130
2013/12/25	X里醫院	宏澤	政府機關	玫瑰花	87	180	15660
2013/4/10	水X醫院	玉文	政府機關	百合花	22	90	1980
2013/4/10	X銀行	惠民	資訊業	鬱金香	29	235	6815
2013/2/27	X時X銀行	宏澤	資訊業	鬱金香	7	235	1645
2013/11/15	X導資訊	玉文	製造業	百合花	7	90	630
2013/12/26	X鵬工業	瑤瑤	製造業	玫瑰花	35	180	6300
2013/3/21	X委會	怡文	政府機關	鬱金香	39	235	9165
2013/7/7	X會	怡文	政府機關	玫瑰花	30	180	5400
2013/12/19	X事局	怡文	政府機關	鬱金香	18	235	4230
2013/8/24	X法院	玉文	政府機關	鬱金香	68	235	15980
2013/2/20	萌欣X	宏澤	資訊業	百合花	56	90	5040
2013/12/30	X局	宏澤	政府機關	百合花	39	90	3510
2013/3/22	艾XX	玉文	資訊業	百合花	54	90	4860
2013/7/10	X藥廠	惠民	製造業	玫瑰花	29	180	5220
2013/3/3	英X生	瑤瑤	製造業	百合花	44	90	3960
2013/3/14	X島銀行	惠民	金融業	鬱金香	69	235	16215
2013/5/19	三X企業	怡文	製造業	鬱金香	98	235	23030
2013/1/31	X加X傳X腦	惠民	資訊業	百合花	54	90	4860
2013/3/5	XX廣告	瑤瑤	服務業	玫瑰花	74	180	13320
2013/7/26	台X消X局	梓翔	政府機關	玫瑰花	39	180	7020
2013/3/29	X心理系	瑤瑤	學校	鬱金香	16	235	3760
2013/4/18	XX企業	惠民	製造業	百合花	32	90	2880
2013/3/8	X技術	玉文	學校	玫瑰花	64	180	11520
2013/4/3	英XX	瑤瑤	資訊業	鬱金香	46	235	10810
2013/11/5	X分生所	瑤瑤	政府機關	鬱金香	30	235	7050
2013/1/16	XX台	怡文	政府機關	百合花	29	90	2610
2013/1/19	X大學	玉文	學校	百合花	42	90	3780
2013/7/18	XX大學	宏澤	學校	百合花	65	90	5850
2013/11/11	XXX北區網管處	惠民	政府機關	玫瑰花	59	180	10620
2013/4/14	群策X子	惠民	製造業	百合花	78	90	7020
2013/6/4	XX銀行	宏澤	金融業	鬱金香	48	235	11280
2013/1/22	X訊X子資訊學校	梓翔	學校	鬱金香	5	235	1175
2013/8/14	XXX研究所	怡文	政府機關	百合花	5	90	450
2013/3/6	X技術	宏澤	學校	玫瑰花	89	180	16020
2013/2/24	X縣政府	玉文	政府機關	玫瑰花	98	180	17640
2013/4/24	中X院	玉文	政府機關	鬱金香	18	235	4230
2013/6/5	中X院	瑤瑤	政府機關	百合花	60	90	5400
2013/7/25	台X材	梓翔	製造業	玫瑰花	81	180	14580
2013/10/28	台X	怡文	製造業	鬱金香	34	235	7990
2013/4/18	南XX路	梓翔	製造業	鬱金香	22	235	5170
2013/5/26	台X政府X局	瑤瑤	政府機關	百合花	2	90	180
2013/6/28	中XX子	怡文	製造業	百合花	10	90	900
2013/8/15	仁XX腦	惠民	資訊業	百合花	33	90	2970
2013/11/1	X多媒體	玉文	服務業	玫瑰花	16	180	2880
2013/11/1	XXX腦	梓翔	資訊業	百合花	39	90	3510
2013/6/10	XXX研究所	怡文	政府機關	鬱金香	15	235	3525
2013/11/17	X銀行	梓翔	金融業	鬱金香	61	235	14335
2013/1/10	廣XX腦	怡文	金融業	百合花	93	90	8370
2013/7/8	XX管理	惠民	學校	鬱金香	6	235	1410
2013/12/7	元X大學資訊	惠民	學校	鬱金香	76	235	17860
2013/3/3	松x資訊X	宏澤	學校	百合花	77	90	6930
2013/12/9	萬X銀行	梓翔	金融業	百合花	85	90	7650
2013/3/2	大XX子	玉文	金融業	百合花	14	90	1260
2013/2/27	X總醫院	怡文	政府機關	玫瑰花	34	180	6120
2013/4/5	XX專X學校	梓翔	學校	百合花	68	90	6120
2013/4/27	x大學	瑤瑤	學校	鬱金香	52	235	12220
2013/9/29	x林資訊	瑤瑤	金融業	鬱金香	28	235	6580
2013/1/15	xX證券	怡文	金融業	百合花	55	90	4950
2013/10/31	賽X基因	瑤瑤	金融業	百合花	18	90	1620
2013/11/19	X書院	惠民	學校	百合花	2	90	180
2013/6/17	X戰部	玉文	政府機關	玫瑰花	32	180	5760
2013/1/20	X東航空	宏澤	服務業	百合花	1	90	90
2013/5/20	XX部	梓翔	政府機關	鬱金香	66	235	15510
2013/10/4	幸XX壽	怡文	金融業	鬱金香	70	235	16450
2013/6/14	XX紀資X	玉文	資訊業	玫瑰花	72	180	12960
2013/3/18	XX用卡中心	怡文	金融業	鬱金香	84	235	19740
2013/12/25	美商安X樂	宏澤	服務業	百合花	29	90	2610
2013/2/7	台X局	梓翔	政府機關	玫瑰花	60	180	10800
2013/8/5	XX系統	瑤瑤	製造業	鬱金香	99	235	23265
2013/10/14	凱X共關係	宏澤	服務業	鬱金香	9	235	2115
2013/2/14	XXXX	梓翔	資訊業	百合花	44	90	3960
2013/10/16	歐X	玉文	服務業	百合花	87	90	7830
2013/3/7	X會	瑤瑤	政府機關	百合花	71	90	6390
2013/2/20	東XX技	怡文	資訊業	鬱金香	86	235	20210
2013/4/11	X原X技	梓翔	資訊業	鬱金香	98	235	23030
2013/2/17	X大學	瑤瑤	學校	百合花	28	90	2520
2013/1/18	X東工專	玉文	學校	百合花	30	90	2700
2013/7/31	X技術	梓翔	學校	百合花	94	90	8460
2013/8/25	XXX商業銀行	怡文	金融業	玫瑰花	76	180	13680
2013/3/20	海X	瑤瑤	政府機關	百合花	38	90	3420
2013/3/23	X水X	梓翔	政府機關	鬱金香	92	235	21620
2013/11/30	XXX小	瑤瑤	學校	鬱金香	43	235	10105
2013/11/20	X關稅局	瑤瑤	政府機關	百合花	55	90	4950
2013/5/24	XX銀行	怡文	金融業	玫瑰花	39	180	7020
2013/9/27	XX銀行	梓翔	金融業	玫瑰花	90	180	16200
2013/4/16	XXX壽	怡文	金融業	鬱金香	31	235	7285
2013/10/30	XX部	惠民	資訊業	百合花	4	90	360
2013/1/7	金X證券	宏澤	金融業	玫瑰花	81	180	14580
2013/2/6	金X證券	宏澤	金融業	鬱金香	26	235	6110
2013/1/6	X山企業	玉文	資訊業	康乃馨	89	50	4450
2013/11/6	XX資安	瑤瑤	資訊業	杜鵑花	24	40	960
2013/12/10	XX資訊	玉文	資訊業	百合花	25	90	2250
2013/2/25	X聯X	怡文	資訊業	百合花	41	90	3690
2013/1/22	X博物院	玉文	政府機關	玫瑰花	61	180	10980
2013/5/28	XXX技	宏澤	金融業	百合花	81	90	7290
2013/9/10	XX部	怡文	政府機關	鬱金香	17	235	3995
2013/4/15	X記洋行	宏澤	服務業	杜鵑花	23	40	920
2013/1/22	XX麗X	玉文	製造業	杜鵑花	91	40	3640
2013/9/6	X泛X	梓翔	服務業	玫瑰花	83	180	14940
2013/6/25	X客多	宏澤	服務業	玫瑰花	92	180	16560
2013/3/21	和X超媒體	宏澤	服務業	鬱金香	60	235	14100
2013/1/28	X翔倉儲	玉文	服務業	百合花	47	90	4230
2013/2/6	X來水處	玉文	政府機關	玫瑰花	49	180	8820
2013/2/8	網XX技	梓翔	資訊業	鬱金香	42	235	9870
2013/12/2	XX資安	梓翔	資訊業	康乃馨	24	50	1200
2013/4/13	X陽工業	梓翔	服務業	杜鵑花	56	40	2240
2013/6/21	X市X生局	梓翔	政府機關	百合花	43	90	3870
2013/4/7	茂X	瑤瑤	製造業	百合花	65	90	5850
2013/8/17	中X探採	怡文	製造業	玫瑰花	1	180	180
2013/12/22	X特汽車	瑤瑤	製造業	百合花	70	90	6300
2013/2/9	X財產局	瑤瑤	政府機關	鬱金香	11	235	2585
2013/10/17	X半導體	宏澤	製造業	杜鵑花	19	40	760
2013/6/7	合X	惠民	製造業	杜鵑花	84	40	3360
2013/3/26	聯XX)	宏澤	製造業	玫瑰花	82	180	14760
2013/8/28	X山企業	宏澤	製造業	玫瑰花	6	180	1080
2013/6/21	太X欣榮	玉文	製造業	鬱金香	76	235	17860
2013/5/14	南X樹脂	惠民	製造業	百合花	3	90	270
2013/3/21	XX	惠民	製造業	玫瑰花	77	180	13860
2013/3/25	X麗X技	惠民	製造業	鬱金香	92	235	21620
2013/8/17	X豐	玉文	製造業	杜鵑花	85	40	3400
2013/9/18	大X酒店	梓翔	服務業	杜鵑花	67	40	2680
2013/4/27	宏X集團	瑤瑤	製造業	百合花	25	90	2250
2013/1/16	X市政府	宏澤	政府機關	百合花	29	90	2610
2013/4/8	X銀行	玉文	金融業	玫瑰花	94	180	16920
2013/8/27	友X投X	宏澤	金融業	百合花	45	90	4050
2013/12/7	XXX	宏澤	製造業	鬱金香	89	235	20915
2013/1/18	捷X商訊	怡文	資訊業	康乃馨	87	50	4350
2013/9/19	大州X服務	梓翔	資訊業	杜鵑花	4	40	160
2013/6/1	網XX技	玉文	資訊業	玫瑰花	88	180	15840
2013/6/2	XX	怡文	資訊業	玫瑰花	1	180	180
2013/1/29	X視X技	瑤瑤	資訊業	鬱金香	75	235	17625
2013/10/16	X石X化學	宏澤	製造業	百合花	13	90	1170
2013/5/31	環X產物	怡文	製造業	玫瑰花	32	180	5760
2013/2/11	環X產物	玉文	金融業	鬱金香	67	235	15745
2013/6/6	XX壽	惠民	金融業	康乃馨	75	50	3750
2013/3/3	X紡	惠民	資訊業	百合花	52	90	4680
2013/1/13	仁X集團	玉文	製造業	百合花	95	90	8550
2013/1/11	X商銀	宏澤	金融業	鬱金香	29	235	6815
2013/12/22	台北銀行	惠民	金融業	康乃馨	58	50	2900
2013/6/30	X銀行	梓翔	金融業	杜鵑花	98	40	3920
2013/10/15	台X銀行	玉文	金融業	玫瑰花	58	180	10440
2013/9/27	X銀行	瑤瑤	金融業	玫瑰花	94	180	16920
